bug_name,srcJavaDir,srcTestDir,binJavaDir,binTestDir,trigger_test_class_function_line,projectCP,originalCommit,cleaned
Closure_125,src,test,build/classes,build/test,com.google.javascript.jscomp.TypeCheckTest:testIssue1002:6741,build/classes:build/test:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:build/lib/rhino.jar:build/lib/rhino1_7R5pre/js.jar:lib/junit.jar:lib/ant-launcher.jar:lib/args4j.jar:lib/caja-r4314.jar:lib/json.jar:lib/guava.jar:lib/jsr305.jar:lib/jarjar.jar:lib/protobuf-java.jar:lib/ant.jar,dfcdb31eb6afcdb590b23a3c93a35b5591a43afa,True
Closure_128,src,test,build/classes,build/test,com.google.javascript.jscomp.CodePrinterTest:testIssue942:1423,build/classes:build/test:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:build/lib/rhino.jar:build/lib/rhino1_7R5pre/js.jar:lib/junit.jar:lib/ant-launcher.jar:lib/args4j.jar:lib/caja-r4314.jar:lib/json.jar:lib/guava.jar:lib/jsr305.jar:lib/jarjar.jar:lib/protobuf-java.jar:lib/ant.jar,d79072969c2f31860ea1f55e392a146c49bc2d0f,True
Closure_131,src,test,build/classes,build/test,com.google.javascript.jscomp.ConvertToDottedPropertiesTest:testQuotedProps:72#com.google.javascript.jscomp.ConvertToDottedPropertiesTest:testDoNotConvert:58,build/classes:build/test:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:build/lib/rhino.jar:build/lib/rhino1_7R5pre/js.jar:lib/junit.jar:lib/ant-launcher.jar:lib/args4j.jar:lib/caja-r4314.jar:lib/json.jar:lib/guava.jar:lib/jsr305.jar:lib/jarjar.jar:lib/protobuf-java.jar:lib/ant.jar,e4cf805a6a27301672660756202e8dedee1e012b,False
Closure_133,src,test,build/classes,build/test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest:testTextExtents:2756,build/classes:build/test:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:build/lib/rhino.jar:build/lib/rhino1_7R5pre/js.jar:lib/junit.jar:lib/ant-launcher.jar:lib/args4j.jar:lib/caja-r4314.jar:lib/json.jar:lib/guava.jar:lib/jsr305.jar:lib/jarjar.jar:lib/protobuf-java.jar:lib/ant.jar,d7150bed74c04d079b496d897757556dc883ad68,False
Lang_6,src/main/java,src/test/java,target/classes,target/tests,org.apache.commons.lang3.StringUtilsTest:testEscapeSurrogatePairs:2187,target/classes:target/tests:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Lang/lib/commons-io.jar:/data/defects4j/framework/projects/Lang/lib/cglib.jar:/data/defects4j/framework/projects/Lang/lib/easymock.jar:/data/defects4j/framework/projects/Lang/lib/asm.jar:/data/defects4j/framework/projects/Lang/lib/jcip-annotations-1.0.jar:/data/defects4j/framework/projects/Lang/lib/junit/junit/4.7/junit-4.7.jar:/data/defects4j/framework/projects/Lang/lib/org/easymock/easymock/2.5.2/easymock-2.5.2.jar,a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0,True
Lang_13,src/main/java,src/test/java,target/classes,target/tests,org.apache.commons.lang3.SerializationUtilsTest:testPrimitiveTypeClassSerialization:373,target/classes:target/tests:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Lang/lib/commons-io.jar:/data/defects4j/framework/projects/Lang/lib/cglib.jar:/data/defects4j/framework/projects/Lang/lib/easymock.jar:/data/defects4j/framework/projects/Lang/lib/asm.jar:/data/defects4j/framework/projects/Lang/lib/jcip-annotations-1.0.jar:/data/defects4j/framework/projects/Lang/lib/junit/junit/4.7/junit-4.7.jar:/data/defects4j/framework/projects/Lang/lib/org/easymock/easymock/2.5.2/easymock-2.5.2.jar,b7f8443d5246d92b66f1d300cd461e6df41e03ac,True
Lang_46,src/java,src/test,target/classes,target/tests,org.apache.commons.lang.StringEscapeUtilsTest:testEscapeJavaWithSlash:113,target/classes:target/tests:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Lang/lib/commons-io.jar:/data/defects4j/framework/projects/Lang/lib/cglib.jar:/data/defects4j/framework/projects/Lang/lib/easymock.jar:/data/defects4j/framework/projects/Lang/lib/asm.jar:/data/defects4j/framework/projects/Lang/lib/jcip-annotations-1.0.jar:/data/defects4j/framework/projects/Lang/lib/junit/junit/4.7/junit-4.7.jar:/data/defects4j/framework/projects/Lang/lib/org/easymock/easymock/2.5.2/easymock-2.5.2.jar,5209cefa81c9c48a34e5472fdcf2a308a4da2589,True
Lang_51,src/java,src/test,target/classes,target/tests,org.apache.commons.lang.BooleanUtilsTest:test_toBoolean_String:334,target/classes:target/tests:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Lang/lib/commons-io.jar:/data/defects4j/framework/projects/Lang/lib/cglib.jar:/data/defects4j/framework/projects/Lang/lib/easymock.jar:/data/defects4j/framework/projects/Lang/lib/asm.jar:/data/defects4j/framework/projects/Lang/lib/jcip-annotations-1.0.jar:/data/defects4j/framework/projects/Lang/lib/junit/junit/4.7/junit-4.7.jar:/data/defects4j/framework/projects/Lang/lib/org/easymock/easymock/2.5.2/easymock-2.5.2.jar,ea58760e593ebcfca1db1d3d486ad4931afb1e41,True
Lang_53,src/java,src/test,target/classes,target/tests,org.apache.commons.lang.time.DateUtilsTest:testRoundLang346:712,target/classes:target/tests:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Lang/lib/commons-io.jar:/data/defects4j/framework/projects/Lang/lib/cglib.jar:/data/defects4j/framework/projects/Lang/lib/easymock.jar:/data/defects4j/framework/projects/Lang/lib/asm.jar:/data/defects4j/framework/projects/Lang/lib/jcip-annotations-1.0.jar:/data/defects4j/framework/projects/Lang/lib/junit/junit/4.7/junit-4.7.jar:/data/defects4j/framework/projects/Lang/lib/org/easymock/easymock/2.5.2/easymock-2.5.2.jar,c8fc5f3dff9491b076a1f76ed5a2584908b1db4f,True
Math_2,src/main/java,src/test/java,target/classes,target/test-classes,org.apache.commons.math3.distribution.HypergeometricDistributionTest:testMath1021:297,target/classes:target/test-classes:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Math/lib/commons-discovery-0.5.jar,f6fddf94c74502469c013ed94599bbd7fa2d89e7,True
Math_10,src/main/java,src/test/java,target/classes,target/test-classes,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest:testAtan2SpecialCases:816,target/classes:target/test-classes:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Math/lib/commons-discovery-0.5.jar,dbbf5b27a5a4ef5d1feeefec332d114fb7e91f1b,True
Math_15,src/main/java,src/test/java,target/classes,target/test-classes,org.apache.commons.math3.util.FastMathTest:testMath904:164,target/classes:target/test-classes:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Math/lib/commons-discovery-0.5.jar,86d92c9994adc66abd9c3e4de93394a59e79357b,True
Math_23,src/main/java,src/test/java,target/classes,target/test-classes,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest:testKeepInitIfBest:221,target/classes:target/test-classes:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Math/lib/commons-discovery-0.5.jar,b5839871867024885927edc2b087e0c718fb73b3,True
Math_24,src/main/java,src/test/java,target/classes,target/test-classes,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest:testMath855:213,target/classes:target/test-classes:/data/defects4j/framework/projects/lib/junit-4.11.jar:/data/defects4j/framework/projects/lib/cobertura-2.0.3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jdom-1.0.jar:/data/defects4j/framework/projects/lib/cobertura-lib/log4j-1.2.9.jar:/data/defects4j/framework/projects/lib/cobertura-lib/oro-2.0.8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jetty-util-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/jaxen-1.1-beta-8.jar:/data/defects4j/framework/projects/lib/cobertura-lib/dom4j-1.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-analysis-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/tagsoup-0.9.7.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xom-1.0b3.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-tree-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-commons-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/icu4j-2.6.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:/data/defects4j/framework/projects/lib/cobertura-lib/asm-util-4.1.jar:/data/defects4j/framework/projects/lib/cobertura-lib/xmlParserAPIs-2.6.2.jar:/data/defects4j/framework/projects/Math/lib/commons-discovery-0.5.jar,b5839871867024885927edc2b087e0c718fb73b3,True
